@relation song_type
@attribute 'danceability' numeric
@attribute 'energy' numeric
@attribute 'key' numeric
@attribute 'loudness' numeric
@attribute 'speechiness' numeric
@attribute 'acousticness' numeric
@attribute 'instrumentalness' numeric
@attribute 'liveness' numeric
@attribute 'valence' numeric
@attribute 'tempo' numeric
@attribute 'class' string
@attribute 'id' string

@data
0.472,0.844,10,-6.578,0.054,0.00173,0,0.24,0.34,140.034,playlist_17,3e0yTP5trHBBVvV32jwXqF
0.65,0.833,0,-5.079,0.0355,0.00559,0.000727,0.186,0.68,119.939,playlist_17,1aGvLFHJ2shKqO9uycaUcW
0.616,0.88,1,-3.59,0.042,0.0521,0.000717,0.0539,0.751,94.011,playlist_17,6zQyu8L8yUuJkl6LbQ6iKU
0.547,0.837,10,-7.085,0.0676,0.00112,0.000624,0.0937,0.568,135.47,playlist_17,5mhUPDWQH3s544WCsa0r9w
0.356,0.924,1,-3.74,0.0808,0.00101,0,0.0953,0.232,148.017,playlist_17,7oK9VyNzrYvRFo7nQEYkWN
0.549,0.835,2,-2.632,0.0656,0.0692,0,0.212,0.423,126.08,playlist_17,33lXq3csEWwYNn6x0sM3Et
0.442,0.846,4,-5.214,0.0764,0.0538,0.00000471,0.282,0.622,128.235,playlist_17,756CJtQRFSxEx9jV4P9hpA
0.561,0.945,9,-6.086,0.0444,0.0869,0,0.22,0.723,145.781,playlist_17,5xkNd7kCRmjT2DxSAYVVyC
0.482,0.849,2,-9.198,0.0452,0.641,0.00000774,0.0414,0.937,124.631,playlist_17,4Z1fbYp0HuxLBje4MOZcSD
0.557,0.827,1,-4.885,0.0387,0.000431,0.0000513,0.151,0.419,117.019,playlist_17,0KS9V6ihDVgbotoOov3QZH
0.671,0.933,3,-4.323,0.0318,0.0266,0.0219,0.0429,0.517,127.99,playlist_17,1SSmCRKVovLanPi3mx3pVe
0.774,0.764,4,-5.445,0.0518,0.156,0,0.0383,0.912,118.997,playlist_17,2aFiaMXmWsM3Vj72F9ksBl
0.467,0.856,0,-5.485,0.111,0.00638,0.0129,0.0782,0.41,184.049,playlist_17,5ciqyuB1G3ulnQsNGmoOE8
0.497,0.709,11,-7.486,0.034,0.003,0.0351,0.0951,0.318,130.013,playlist_17,71H2uM35Ax7Cq5nj9lnGq1
0.6,0.828,1,-5.485,0.121,0.00448,0,0.168,0.356,130.913,playlist_17,1ff4y46qRCsLXROVpOxxTc
0.658,0.621,2,-6.401,0.0244,0.087,0,0.56,0.418,108.006,playlist_17,5qOvJSBgSGUFEYKjrcxIH4
0.549,0.924,0,-2.896,0.0671,0.0121,0.000397,0.138,0.266,122.953,playlist_17,581gLYhF5OxQzgfIMGlAvu
0.541,0.95,1,-3.249,0.0941,0.0855,0,0.0601,0.77,153.922,playlist_17,7zPzpfKVpNPlk1qKhie2JZ
0.375,0.418,11,-5.999,0.036,0.688,0,0.371,0.287,136.319,playlist_17,1dKDRs99KkNbtC9AHM7TLm
0.434,0.986,1,-2.138,0.0927,0.0000449,0.00000675,0.235,0.529,170.021,playlist_17,3yGDoiAluqaZd5rSkD1EF0
0.521,0.913,4,-2.235,0.057,0.118,0.000233,0.161,0.581,127.96,playlist_17,0TQDrX7JWalZLt2X6E7ZVj
0.718,0.691,4,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,playlist_17,6ihL9TjfRjadfEePzXXyVF
0.705,0.795,1,-3.868,0.0784,0.211,0,0.168,0.85,81.994,playlist_17,5DhoBZDBZCSKCGLVnDWBST
0.639,0.924,9,-4.934,0.0373,0.0597,0,0.404,0.874,105.022,playlist_17,7J8gFJ6Y4Ka5Yt7LjZP0Ra
0.535,0.803,6,-4.116,0.0465,0.141,0,0.297,0.342,147.902,playlist_18,0WgQTMtmw8qJievyeqfnnS
0.521,0.647,9,-6.344,0.0295,0.0922,0.0000821,0.123,0.326,83.963,playlist_18,3wtKovRRtvu6wbTjeKA26Q
0.555,0.722,11,-6.005,0.034,0.119,0,0.0861,0.559,134.058,playlist_18,6RSNKGdv3nDTHqgw4bdzyF
0.601,0.806,7,-4.579,0.0345,0.0527,0,0.185,0.711,89.87,playlist_18,5JlH51YDYsGj2dyEJKKjcN
0.585,0.303,4,-10.058,0.0398,0.694,0,0.115,0.142,136.703,playlist_18,53QF56cjZA9RTuuMZDrSA6
0.694,0.719,7,-4.538,0.0484,0.00131,0.0000147,0.0714,0.352,129.961,playlist_18,3RJclnBV8g9mvHPtSzPf7c
0.744,0.672,9,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,playlist_18,6rbhWExtuchhpLC5fHnB8n
0.632,0.723,5,-9.323,0.0682,0.0166,0.0000374,0.104,0.243,137.958,playlist_18,4KhanrenBxgyXYkFCArMyd
0.681,0.587,7,-6.97,0.0316,0.13,0,0.198,0.651,98.986,playlist_18,14DYFbc6F1vPyoikkqPiAh
0.478,0.595,0,-6.772,0.028,0.053,0.000041,0.159,0.424,139.808,playlist_18,0CpQCN7nEz6tH6THwcJdzw
0.599,0.574,11,-7.363,0.0434,0.32,0,0.226,0.677,147.751,playlist_18,7Fmc99IknlgUuMWmk626kl
0.417,0.711,0,-5.976,0.137,0.0565,0,0.168,0.326,140.102,playlist_18,5hydb8abMsDWNefmuqDYeK
0.709,0.638,1,-4.3,0.0405,0.0649,0,0.0969,0.468,141.994,playlist_18,3nw9J97nUugT84SIJdjhAV
0.41,0.529,9,-6.241,0.0294,0.119,0,0.0741,0.248,147.882,playlist_18,2ruFSNVfeUgYdbo1Nhm8PI
0.447,0.656,0,-6.114,0.0269,0.144,0,0.11,0.332,151.928,playlist_18,54tpNNGtfBBbeIrKxaaOp9
0.479,0.698,7,-7.914,0.0277,0.198,0,0.126,0.673,159.699,playlist_18,0nDjzA4kns1QOWPXuOn6Xw
0.761,0.797,11,-5.942,0.0381,0.115,0.00000213,0.329,0.635,100.023,playlist_18,1mr3SqpaUKSaV2gOyt6hgC
0.663,0.861,7,-3.398,0.109,0.0338,0,0.082,0.654,119.963,playlist_18,4356Typ82hUiFAynbLYbPn
0.684,0.607,11,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,playlist_18,0JXXNGljqupsJaZsgSbMZV
0.709,0.698,1,-5.182,0.0799,0.0738,0,0.272,0.755,143.951,playlist_18,5W4vPDfwFNQqt7frRjL41t
0.657,0.645,2,-6.52,0.0603,0.00592,0.000199,0.236,0.658,91.988,playlist_18,4DZpzJhrt8SG22hsyruUB1
0.814,0.74,7,-6.161,0.0459,0.108,0,0.0904,0.469,106.024,playlist_18,69NusnKhplV2lXHyPzG7Mu
0.509,0.637,4,-4.83,0.0471,0.0717,0.0000108,0.0789,0.378,172.006,playlist_18,2aksifNn5ph8igDOkPBA02
0.422,0.712,11,-5.907,0.1,0.273,0,0.051,0.471,78.454,playlist_18,2CvOqDpQIMw69cCzWqr5yr
0.52,0.363,1,-12.655,0.0286,0.0752,0.0000113,0.0609,0.273,131.224,playlist_18,76qB2ZEZlEJAMqMqUjKusp
0.315,0.715,11,-8.072,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,playlist_18,6Qyc6fS4DsZjB2mRW9DsQs
0.789,0.663,10,-5.81,0.266,0.175,0,0.0676,0.813,94.904,playlist_18,3GoEoJYh6FrgPWC3wEZKp2
0.53,0.346,8,-10.497,0.0376,0.697,0.0000107,0.105,0.359,121.876,playlist_18,6vSwxzO2Qf4BinHSXRwZJe
0.555,0.698,0,-8.874,0.0287,0.403,0,0.0851,0.816,168.12,playlist_18,69hwHdKl4Y1HusAutt3W6q
0.483,0.844,2,-5.043,0.0314,0.00481,0.0000729,0.405,0.543,151.977,playlist_18,68Pux358EOhXmQqln37bj4
0.697,0.691,2,-4.757,0.146,0.214,0,0.185,0.305,137.853,playlist_18,1PSBzsahR2AKwLJgx8ehBj
0.601,0.621,6,-5.576,0.0434,0.0374,0.00000175,0.188,0.278,94.547,playlist_18,3sckKKIx96cjPXtiqPHCTB
0.486,0.973,4,-3.373,0.111,0.142,0.00561,0.428,0.542,160.012,playlist_18,3CBWtVFHhxeaHVm4VverBG
0.542,0.577,5,-6.77,0.0824,0.0595,0.00000124,0.357,0.332,161.923,playlist_18,2Ju4c6LkBAzhYg5Spp5pWK
0.797,0.469,8,-8.112,0.0646,0.0599,0,0.0753,0.481,103.057,playlist_18,5IZc3KIVFhjzJ0L2kiXzUl
0.57,0.744,7,-6.166,0.0365,0.022,0,0.153,0.571,141.772,playlist_18,4K7dgGjZ0VxlsAOmhxIBXP
0.652,0.719,1,-7.251,0.033,0.0353,0,0.108,0.24,94.969,playlist_18,6p5GuyEqQH5pv02ouEyogQ
0.547,0.594,6,-8.389,0.155,0.0504,0,0.0746,0.501,81.9,playlist_18,5dLvErR6RBbMMvGuDMdur2
0.697,0.402,3,-10.358,0.0476,0.614,0.00000335,0.0757,0.556,125.822,playlist_18,6YdEfXtj0YI5IbiJqVyT1c
0.647,0.291,2,-8.275,0.0363,0.408,0,0.0772,0.4,119.839,playlist_18,7ID2dydg1QFuWObmdhwzfm
0.282,0.547,2,-8.621,0.0322,0.03,0.888,0.104,0.133,151.468,playlist_18,3xMQOd1C3TXsjQ3pmzOmkC
0.706,0.497,3,-7.216,0.0369,0.281,0,0.252,0.635,96.988,playlist_18,3JVYnKW43PB7aO1X9kSDxH
0.543,0.407,0,-12.741,0.0389,0.401,0.000113,0.202,0.327,134.831,playlist_18,2PUQu6RlN3DDJOoJ26JW8u
0.589,0.621,5,-6.902,0.0468,0.00969,0.00104,0.181,0.401,140.03,playlist_18,6jG2YzhxptolDzLHTGLt7S
0.76,0.652,6,-7.321,0.232,0.0348,0,0.307,0.759,100.315,playlist_18,5l3CML2OnzfNs5RfVgbcLt
0.856,0.527,2,-5.225,0.0997,0.392,0,0.11,0.386,98.052,playlist_18,0Dc7J9VPV4eOInoxUiZrsL
0.72,0.951,0,-4.138,0.0525,0.00362,0.000275,0.226,0.388,128.969,playlist_18,5pKBCp3tRnM0VmNW4QL08v
0.541,0.7,1,-5.292,0.279,0.617,0,0.373,0.654,94.384,playlist_18,3W3BHalLp288TxkZN1uPRd
0.679,0.522,7,-5.603,0.0427,0.297,0,0.151,0.445,60.014,playlist_18,4NpDZPwSXmL0cCTaJuVrCw
0.706,0.572,8,-5.799,0.0326,0.0262,0,0.585,0.574,139.982,playlist_18,7seTcUFOhn5caSDbiSfsp0
0.723,0.714,11,-5.036,0.0537,0.0019,0.0000543,0.0836,0.386,88.047,playlist_18,5wuXWTCiKIlNEXfwAuTY1G
0.579,0.268,2,-5.65,0.0442,0.868,0,0.12,0.321,205.903,playlist_18,5XzmZjXhMjDHr7ZfJ6DELQ
0.69,0.699,2,-5.612,0.184,0.425,0.0109,0.399,0.465,139.83,playlist_18,6Sm2YzLtL8FcyTMONOkiFw
0.808,0.633,1,-5.298,0.0883,0.456,0,0.329,0.769,109.974,playlist_18,4LfkoDOt4mhrbo8Ndk37sQ
0.715,0.468,2,-7.664,0.147,0.0994,0,0.125,0.673,194.902,playlist_18,7L3YDa0Fd8pmzpAyu6EKOS
0.439,0.447,10,-8.318,0.0436,0.111,0,0.303,0.11,121.48,playlist_18,1W7zkKgRv9mrLbfdQ8XyH3
0.749,0.605,8,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,playlist_18,3pfXxHoydFRfD7IBGJTQAN
0.636,0.727,9,-5.852,0.106,0.0161,0.00000112,0.151,0.358,107.988,playlist_18,7yHEDfrJNd0zWOfXwydNH0
0.538,0.76,2,-3.828,0.0282,0.0874,0,0.0692,0.249,135.072,playlist_18,3O8AgNdf569SM1tcUA4xnK
0.511,0.621,9,-8.751,0.123,0.471,0.0000972,0.0893,0.266,129.885,playlist_18,3VXY8vQ3NJZ76iLtAg51QR
0.409,0.413,4,-6.722,0.0296,0.461,0,0.0765,0.13,137.02,playlist_18,5fc6rQgAKiLutfUYWQ6QnJ
0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,playlist_18,7qiZfU4dY1lWllzX7mPBI3
0.682,0.657,10,-3.632,0.0447,0.123,0,0.166,0.215,77.5,playlist_18,4cM0qNo02rp56x7c6nlx6T
0.708,0.612,5,-6.379,0.122,0.0381,0,0.277,0.263,139.913,playlist_18,1HOUzEsetdIPSpAgRPhZQt
0.63,0.726,7,-5.372,0.177,0.00867,0,0.0864,0.327,133.317,playlist_18,33PowGnnFPgWSGHcGIQX1U
0.814,0.635,7,-6.609,0.0809,0.0935,0,0.0892,0.784,87.581,playlist_18,33z5crv3IO5U2BOi8xod92
0.435,0.561,8,-9.308,0.143,0.29,0.00000155,0.197,0.231,80.209,playlist_18,4z8c9qkpiYghn6DCQ6yA0u
0.516,0.592,3,-5.465,0.0566,0.0247,0,0.181,0.271,82.05,playlist_18,5Htb1uFQ1KrkFXlefS8oGj
0.491,0.396,2,-6.929,0.0312,0.308,0.00018,0.116,0.144,115.377,playlist_19,16UCgrePMyBPrtnBaGd4nt
0.676,0.171,1,-17.476,0.0449,0.873,0.14,0.115,0.253,102.706,playlist_19,7bIpR4tyHFgGLkue8fPLjL
0.725,0.657,8,-9.45,0.0308,0.681,0.0223,0.107,0.61,101.193,playlist_19,1cMn5OQ1WlkBnw1QyfSsHw
0.594,0.172,7,-21.534,0.0284,0.676,0.727,0.103,0.0719,113.106,playlist_19,2XOBX2pmQc7yX4N8eQho6M
0.433,0.583,9,-6.922,0.0686,0.806,0.000643,0.0989,0.498,84.414,playlist_19,2dqRgUIrAX6Ptads6ttPDw
0.287,0.264,11,-9.857,0.0267,0.831,0.00726,0.0968,0.0952,99.283,playlist_19,3tnC1ZyTZra63cuDlaQrXy
0.769,0.576,3,-8.975,0.0363,0.0327,0.815,0.106,0.807,117.408,playlist_19,6m59IuDuKazbZWmvX5m955
0.481,0.546,2,-6.168,0.0281,0.152,0.641,0.138,0.533,83.26,playlist_19,3S5YYaggzXY5flLQpYHIm8
0.6,0.243,4,-17.085,0.0366,0.89,0.0022,0.249,0.468,110.535,playlist_19,2WOjLF83vqjit2Zh4B69V3
0.445,0.913,2,-4.789,0.0434,0.0285,0,0.376,0.764,97.62,playlist_19,0y5a9zXjz7NSEkRCPKNZwP
0.58,0.682,4,-8.523,0.0332,0.0792,0.0316,0.161,0.774,77.53,playlist_19,3cUxncrTWSA9lhlQbuIwUY
0.621,0.569,5,-7.318,0.0297,0.928,0.0356,0.115,0.402,110.022,playlist_19,4qBHDoJFUUSvTa4aZJfEuw
0.492,0.556,6,-9.93,0.0361,0.352,0.0141,0.111,0.448,76.45,playlist_19,31tcl0qFuCZshOkjv66lmX
0.385,0.395,5,-9.1,0.0286,0.508,0,0.0961,0.142,134.703,playlist_19,4FGpzz2ciXUCya6sW5M7qf
0.447,0.492,0,-9.951,0.0317,0.932,0.887,0.109,0.0584,85.06,playlist_19,0YN9jyGP06oWvK2CK3BlFl
0.585,0.628,6,-5.765,0.0389,0.158,0.000208,0.106,0.621,119.922,playlist_19,31wS6gEaj89kOZhDw0xMNw
0.379,0.879,1,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021,playlist_19,60ZGteAEtPCnGE6zevgUcd
0.613,0.303,0,-14.629,0.0312,0.731,0.726,0.0945,0.423,110.146,playlist_19,1ltcsgH9qTWOB7MMwfvOeR
0.388,0.595,1,-9.799,0.0325,0.663,0.0000558,0.178,0.596,190.043,playlist_19,08cXy6KUizaAelYXtcew3w
0.576,0.471,2,-9.956,0.0307,0.246,0.326,0.13,0.272,116.133,playlist_19,3YDn3QgsE6zAGNicA8xDII
0.647,0.679,6,-13.382,0.0961,0.617,0.91,0.624,0.525,115.674,playlist_19,262ZAf5mTkUr3K3PuFNAPA
0.291,0.96,0,-5.365,0.0402,0.0323,0.0868,0.0595,0.665,100.406,playlist_19,2O2DPPV5olB1UFqSGxUgUi
0.471,0.952,0,-4.845,0.0371,0.13,0.799,0.207,0.896,124.849,playlist_19,2LODsyU4f2CzIK6DI2wQAb
0.524,0.698,4,-4.964,0.0308,0.19,0.00377,0.317,0.472,126.875,playlist_19,3MCC9ABe0V1QXTXWwtxjfa
0.597,0.267,2,-8.796,0.0309,0.793,0.0014,0.111,0.246,75.535,playlist_19,25J4d78ESH2MgAJoIakB8O
0.492,0.074,4,-17.741,0.0369,0.853,0.00000728,0.124,0.244,81.408,playlist_19,3F4aWtvtuDxReBm6gck72F
0.496,0.533,3,-4.979,0.0264,0.928,0,0.131,0.415,95.477,playlist_19,6oI3Inlpzlik5e7cy4Sdi8
0.637,0.107,5,-18.759,0.0349,0.911,0.00146,0.103,0.296,82.879,playlist_19,1cG560wZP0s6fs1nsEVtQw
0.421,0.494,7,-7.892,0.032,0.176,0.00013,0.103,0.491,158.831,playlist_19,3flMzIEQvIq9dmNd8LVYnK
0.457,0.817,5,-5.653,0.0368,0.192,0.00000164,0.0982,0.772,80.901,playlist_19,6RFCBfneSaZoHPJ3wu3wT4
0.626,0.432,2,-11.948,0.0283,0.633,0.00239,0.127,0.361,137.93,playlist_19,3G9ETaH55bMQx8hwNhAgbU
0.423,0.924,8,-5.119,0.035,0.0178,0.676,0.0989,0.547,77.521,playlist_19,27563YEsBrtBctS2OKOOzp
0.558,0.67,9,-8.716,0.035,0.446,0.00291,0.127,0.9,127.319,playlist_19,2hYOD4PJP31Qg90ZP5HTTD
0.516,0.425,8,-5.503,0.0785,0.546,0,0.171,0.303,143.155,playlist_19,6h3MEuxUXYixkujpRVurCN
0.491,0.585,0,-4.122,0.027,0.715,0,0.103,0.596,104.578,playlist_19,3mxbdRPqMWp8dwjBXnODkz
0.371,0.344,3,-13.03,0.0327,0.162,0.217,0.103,0.578,81.959,playlist_19,4AiBYR1E1iXr4TH7Gb9DBp
0.464,0.501,7,-8.546,0.0264,0.443,0.22,0.115,0.306,130.857,playlist_19,5wmRXK50YdwAXGvBzsAWH2
0.342,0.442,7,-7.312,0.0294,0.24,0.00412,0.107,0.195,88.496,playlist_19,2mzUlG9dHLcSj2FiNvpEud
0.482,0.754,9,-5.486,0.0538,0.579,0.227,0.11,0.301,121.418,playlist_19,0vblqF5R4FyCAVBasjLGdu
0.419,0.517,8,-9.368,0.0284,0.532,0.0251,0.0785,0.905,145.109,playlist_19,7xRemq7GLu0Tbqe9OckG87
0.356,0.48,5,-10.633,0.0347,0.778,0.00327,0.0784,0.283,171.79,playlist_19,4tmwiN9YU7xMjh2hoqcVuI
0.502,0.69,5,-7.349,0.0318,0.122,0.319,0.298,0.26,117.127,playlist_19,5hLc6uy3KC7luF74TnHHgD
0.542,0.546,4,-9.927,0.0323,0.597,0.00382,0.111,0.344,74.797,playlist_19,5ovcVaOus1Wv4vTtyGXlhB
0.388,0.609,2,-6.087,0.0402,0.385,0.00000431,0.138,0.172,120.005,playlist_19,7iSyaNhLcjwuO22QuRYHsM
0.435,0.649,0,-7.561,0.129,0.57,0.00028,0.0887,0.758,174.431,playlist_19,1Z3WIkv1Vm828yRiltAvCa
0.398,0.832,4,-7.942,0.0457,0.00169,0.901,0.33,0.333,116.093,playlist_19,4VmQrnNJNVW8n9UkjcITOy
0.53,0.242,4,-12.035,0.0289,0.666,0,0.101,0.395,144.641,playlist_19,7okuRvqeD4JOsysMWhQMsB
0.614,0.509,11,-8.758,0.0268,0.125,0.848,0.0832,0.216,141.868,playlist_19,1PDb4YsIOlhheg43lKntOf
0.392,0.371,5,-6.907,0.0288,0.781,0.165,0.0987,0.0849,141.918,playlist_19,7IPASM3TwG5F2cr1QKpMRb
0.247,0.768,0,-4.782,0.0456,0.00351,0.026,0.197,0.288,166.644,playlist_19,3xGMrvTLPBd2OTv4zbmYPL
0.397,0.0979,6,-19.79,0.0411,0.903,0.000326,0.0958,0.29,132.715,playlist_19,3nJSydoaBqypzBtRcPcEWX
0.304,0.39,4,-7.755,0.0354,0.192,0.1,0.202,0.478,89.515,playlist_19,2DusltM1VQCPagaR3v3Q0F
0.349,0.112,0,-14.388,0.0345,0.943,0,0.14,0.204,86.7,playlist_19,4quS3YagZWYbyScLnrFUDK
0.485,0.744,2,-8.035,0.0397,0.456,0.514,0.128,0.271,90.364,playlist_19,649N5Jpk7ZJYR825Ijhs73
0.36,0.397,5,-10.381,0.0517,0.832,0.00377,0.115,0.33,169.997,playlist_19,58xb3WKjQQ5VOOExQME4eQ
0.512,0.255,0,-15.867,0.0291,0.88,0.532,0.146,0.215,115.144,playlist_19,7LZgdL0MxiElfaKZbuuE4l
0.478,0.774,7,-6.977,0.0292,0.000265,0.585,0.191,0.429,112.577,playlist_19,5j6ZZwA9BnxZi5Bk0Ng4jB
0.26,0.292,4,-9.712,0.0324,0.704,0.0987,0.17,0.099,122.257,playlist_19,3VIJ2oT2fJMqDraceIIEhO
0.249,0.288,5,-14.577,0.0342,0.925,0.629,0.114,0.288,84.475,playlist_19,0ZrzoTJx4FxOh5hWs1wNZX
0.525,0.284,11,-12.436,0.0296,0.899,0.00338,0.0855,0.352,122.569,playlist_19,6SaNADK4c76wmKwaAOXw5V
0.607,0.142,7,-23.455,0.0382,0.843,0.000197,0.121,0.305,118.867,playlist_19,4K1imZQQ0yKtJ40vGmUajS
0.509,0.283,7,-11.871,0.0296,0.826,0.000946,0.123,0.303,146.64,playlist_19,4yhbNOSNCm3duXybvTP8nQ
0.438,0.556,9,-8.16,0.0343,0.119,0.006,0.0733,0.491,77.449,playlist_19,0PPOpo1I8wjhPMiuNZlqIb
0.629,0.233,9,-13.291,0.0395,0.663,0,0.277,0.639,134.113,playlist_19,3LX1JoS93qV30UCwGaXDhR
0.425,0.353,9,-10.861,0.0301,0.843,0.0975,0.132,0.389,123.203,playlist_19,5YVBx9y5GgiGlW636gwZgC
0.368,0.114,7,-14.043,0.0334,0.762,0.0145,0.0872,0.0488,102.061,playlist_19,4u3aErjHkwVqqdyfNDMyJ1
0.426,0.337,1,-10.296,0.0325,0.848,0.00261,0.18,0.275,81.406,playlist_19,2rqNcugUbd4YubfxO5AI0r
0.538,0.734,2,-6.284,0.0318,0.389,0.42,0.0849,0.63,147.901,playlist_19,0GixW2r7DQK76xOxMmKn8S
0.659,0.716,9,-7.816,0.0317,0.329,0.909,0.127,0.382,139.952,playlist_19,6koWevx9MqN6efQ6qreIbm
0.574,0.27,7,-16.024,0.0454,0.866,0.786,0.0975,0.821,150.79,playlist_19,5USDPjFjBLfYF2G8UCbRpp
0.596,0.412,9,-8.291,0.0359,0.378,0.00028,0.117,0.153,138.613,playlist_19,0VXcgPh1jfGUWO4FyBvaID
0.41,0.603,2,-7.55,0.0281,0.0233,0.907,0.153,0.174,157.823,playlist_19,2Z4Y9Blv5wYNaWNW1gjucV
0.506,0.401,2,-9.857,0.0299,0.618,0.000591,0.383,0.09,117.281,playlist_19,5vlOwOVK0gBhWZ1tNZ3gUV
0.608,0.346,8,-11.092,0.0298,0.907,0.0000707,0.118,0.365,134.043,playlist_19,2Na8392Pga9z5SQHDq7OgI
0.754,0.511,10,-9.783,0.0812,0.47,0.0000254,0.108,0.386,143.961,playlist_19,0xaNj3stL0qOAmzTIaSrHj
0.41,0.211,5,-16.77,0.0802,0.747,0.664,0.0865,0.0441,138.908,playlist_19,5JRTJfRvUt3XOjLsKxLqFi
0.436,0.632,10,-8.898,0.0285,0.156,0.00000238,0.143,0.723,68.029,playlist_19,370BKZIcs3gwyzn38HvQfW
0.502,0.248,11,-10.104,0.0336,0.861,0,0.108,0.245,128.124,playlist_19,04FwOgIovwG5ItELDLfPfj
0.553,0.727,4,-6.395,0.0254,0.584,0.138,0.113,0.507,104.95,playlist_19,6L0BBPYeWnaQJeDa0ox0IA
0.656,0.188,4,-12.996,0.0335,0.648,0.000006,0.12,0.192,85.271,playlist_19,6zXgU7iiGEEKp9f0pJHJUn
0.607,0.378,4,-18.354,0.0363,0.831,0.399,0.0957,0.661,90.338,playlist_19,24M81fKyhTWBuYzczQMkOp
0.564,0.32,9,-11.473,0.0306,0.706,0,0.123,0.266,85.891,playlist_19,5yGVHzJ2Se8pDzR7FIYUlU
0.374,0.367,9,-7.337,0.0251,0.552,0.000379,0.0939,0.322,150.948,playlist_19,1239baQ1b9cD0RRv5Jy9Sb
0.771,0.311,11,-15.364,0.0367,0.229,0.00361,0.113,0.544,141.909,playlist_19,1lzVrQWoBJeEtGDcUHO73O
0.6,0.498,0,-12.637,0.0411,0.389,0.26,0.0691,0.614,79.661,playlist_19,5N1itNLaYtifU8YVbg9SBQ
0.914,0.415,1,-7.219,0.322,0.027,0,0.114,0.496,137.974,playlist_20,1iDPB2WNsGEWuKycQyDGn6
0.659,0.614,9,-7.32,0.0541,0.000404,0,0.123,0.26,119.405,playlist_20,0AICBlLzFCTpUqmAbtzB2z
0.934,0.407,0,-8.058,0.345,0.00365,0,0.11,0.0793,140.024,playlist_20,1c5Lbn9mYwNYbnNiizw6D0
0.728,0.628,6,-8.83,0.319,0.351,0,0.198,0.313,94.128,playlist_20,4s2BWgnSQ9NZiOQM4PP4HB
0.732,0.75,11,-6.366,0.231,0.00264,0,0.109,0.401,155.096,playlist_20,7GX5flRQZVHRAGd6B4TmDO
0.917,0.624,4,-6.728,0.147,0.0579,0,0.0714,0.343,124.984,playlist_20,3uFmweGlFudKNiX13XFwFm
0.955,0.773,1,-3.062,0.282,0.0159,0.000172,0.0809,0.238,135.037,playlist_20,0FczZscGB1PynHk6zwNO69
0.821,0.713,0,-4.814,0.243,0.0667,0,0.0923,0.614,160.988,playlist_20,4Cb4Ehfj2S8UhC5JKqmJ6m
0.939,0.617,7,-5.933,0.298,0.14,0,0.112,0.68,131.949,playlist_20,7zez4ZwqfSqD6fPQgcnqwu
0.692,0.716,8,-7.086,0.0549,0.0065,0,0.0446,0.484,77.194,playlist_20,7MCs283jdifycrZoMPPynX
0.846,0.158,8,-18.191,0.419,0.042,0.0000412,0.0845,0.29,139.98,playlist_20,68knGuzTOVTBPlRZJfOHHS
0.911,0.332,1,-7.146,0.0866,0.0747,0.0000136,0.105,0.102,136.976,playlist_20,6gO7SsL92jgKRP8lsDGxYo
0.932,0.424,0,-9.048,0.361,0.26,0.069,0.213,0.0905,121.948,playlist_20,1epudKfrUUE3jIIQobmHWe
0.858,0.435,6,-11.286,0.0661,0.189,0,0.0925,0.704,141.993,playlist_20,2hJWZvTw4QVBwC14ZNs1Ib
0.42,0.33,9,-13.925,0.0275,0.245,0.000679,0.0677,0.175,157.143,playlist_21,1LzNfuep1bnAUR9skqdHCK
0.49,0.725,10,-3.304,0.0392,0.123,0.0000268,0.0983,0.335,123.28,playlist_21,2s4BsyV3KhhrtsdtNfzoqb
0.204,0.265,9,-9.153,0.0323,0.869,0,0.134,0.107,71.157,playlist_21,1C0vXECyJHUeqOo2Etvrr2
0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,playlist_21,4wCmqSrbyCgxEXROQE6vtV
0.584,0.76,0,-7.369,0.0359,0.0205,0.00000725,0.1,0.325,104.101,playlist_21,2Jmo3B3MXTKddplyXDBZwY
0.553,0.458,8,-10.796,0.0381,0.325,0.0000971,0.0583,0.247,165.807,playlist_21,5EL8hqM8YQJHKKnzGdahly
0.622,0.692,7,-6.97,0.0276,0.363,0.000158,0.193,0.774,112.053,playlist_21,0QnONzv3TvHAWk294h6DaQ
0.486,0.354,0,-11.091,0.0254,0.769,0.000802,0.11,0.513,90.43,playlist_21,3ikZyuwdbrWeGPi1rTp1Kp
0.459,0.227,6,-10.613,0.0285,0.719,0.00000845,0.106,0.166,113.254,playlist_21,1zByJfArrVwsdJ4C2WdegY
0.534,0.392,9,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,playlist_21,28cnXtME493VX9NOw9cIUh
0.517,0.206,5,-12.233,0.0421,0.924,0,0.118,0.489,80.401,playlist_21,3kZC0ZmFWrEHdUCmUqlvgZ
